userId,nickname,avatarUrl,content,time
467473067,嫂嫂c,http://p2.music.126.net/-v4asR_Eymt336cI-_WztA==/18790653720561671.jpg,一次我和她语音，她很困早睡了，我很舍不得说你别挂等你睡着了我在挂，后来她睡着了我开游戏静音玩了一个通宵，耳朵里不是游戏里的背景音乐而是她轻微的呼吸声和翻转身体与被子的声音，我很满足 哪怕我输了一个晚上。,2018/1/19 8:41
64450721,流年伴夏LNBX,http://p2.music.126.net/c0Z3OiQqShWIscfJASM2Tw==/109951164529141133.jpg,人也许会变，但有两件事是你无法改变的。他们的名字，还有你与之共享的回忆。,2017/10/19 13:43
104209716,青峰拂面Soda,http://p2.music.126.net/bJR4Wp3pLyc2t6_434soHw==/1394180758131824.jpg,"「早知解散后 各自有际遇作导游
奇就奇在 接受了 各自有路走

为何旧知己 在最后 变不到老友 …」",2017/10/19 13:06
322392402,心安静木吉他,http://p2.music.126.net/uXsD3LNsCSphUaukcdvlug==/109951163298072967.jpg,只为爱你 不图任何 每个晚安都是肺腑 格格安好便是晴天,2017/10/19 13:19
578849257,大明呀1708,http://p2.music.126.net/6yJioC-WR_zw0eVpVQrswQ==/19097417463203686.jpg,为什么你把我加了又删，加了又删。？？？,2019/12/18 11:22
122647641,喻远飞打帅哥,http://p2.music.126.net/0YSlh_XyGgODjvR3xK9nqQ==/18987466300240889.jpg,我多想再见你…,2019/12/18 11:14
474162103,耳朵在听风,http://p2.music.126.net/3iA1c1nm3wzaHvOUjBVFsg==/109951164525598310.jpg,就是我对她说话。类似的话她从来没有提过。但是某种暧昧的别人的话。在特定情况下她才会提起。,2019/12/18 10:44
1754497288,宋鹏辉养了只奔奔,http://p2.music.126.net/-jdKamQmkXUEKNPKln5EpQ==/109951164174640616.jpg,"那天 我妈 问我
你们两个还有联系么
我说  没了
她有新男朋友了
我妈说
以后不确定的事
就不要搞的沸沸扬扬
让全家上下都知道
可是
我决定让全家知道的那一刻 
是真的相信我们能一直走下去啊",2019/12/18 10:38
608449234,耳机分你一半叭,http://p2.music.126.net/wBPYe1juZSyAromZFAx_SA==/109951164563936360.jpg,好久不见,2019/12/18 10:22
507819433,全军出击r,http://p2.music.126.net/2ScDcNNZCAoAHjQ03Ak4XQ==/3286440258022332.jpg,2019.12.18,2019/12/18 10:21
1343397985,别跟我提爱情戒了1801,http://p2.music.126.net/gwwU3Im0E-TH_5C1b0_Lxw==/109951163110029426.jpg,活着你得学会清醒,2019/12/18 9:53
441399599,小阿倩欸,http://p2.music.126.net/hv8zLH_Y32r9tNdINj_fIw==/109951164554767211.jpg,我想你了,2019/12/18 9:32
608046084,zwp一路向前,http://p2.music.126.net/xU5Ko2zkLc-4P1OtKi39Iw==/18815942488226103.jpg,结婚的对象或多或少身上都有初恋的身影,2019/12/18 9:24
608046084,zwp一路向前,http://p2.music.126.net/xU5Ko2zkLc-4P1OtKi39Iw==/18815942488226103.jpg,她若单身，何不好好表白一番？即使被拒，也不要给自己留遗憾。,2019/12/18 9:23
608046084,zwp一路向前,http://p2.music.126.net/xU5Ko2zkLc-4P1OtKi39Iw==/18815942488226103.jpg,才发现，短发的女生也这么可爱，哈哈,2019/12/18 9:21
335299967,丿孤独烈酒,http://p2.music.126.net/9FFEIc7Pnr8d-EfHHSEYPA==/18553159207460190.jpg,此生不知还有没有见面的机会，希望你能开心幸福、,2019/12/18 7:58
2008909183,Q云烟又成雨,http://p2.music.126.net/cY-dAvYhD923PVz6x8fbFQ==/109951164447655486.jpg,去TM爱情,2019/12/18 7:22
267964919,小麓贰,http://p2.music.126.net/hk87PGIW2ko3CyZWkxMC_g==/109951164473652372.jpg,"星河滚烫，你是人间理想
皓月清凉，你是人间曙光
人海冷漠，你是人间炽热
万事浮沉，你是人间归途
众人平庸，你是人间星晨
世事无常，你是人间琳琅",2019/12/18 5:59
1391193900,三次九键就是你的名字,http://p2.music.126.net/eqG0_z3uCU9EfeERejhMig==/109951164469414937.jpg,想他想见他，想让他好，想让他越来越优秀，别渣，别失望,2019/12/18 5:20
1862575813,Show1130,http://p2.music.126.net/_x-OqYrMXuRo-hESauR5bA==/109951164532869007.jpg,爱你的时候，如风，如霜,2019/12/18 5:05
515610045,PanzerkampfwagenI,http://p2.music.126.net/OgVPb3HYcqJcD-9tBNclyQ==/109951164496206966.jpg,具tm真实,2019/12/18 4:36
2046829276,一朵小驴_辞,http://p2.music.126.net/-RSGWrDlfQRTcnjnSQN0Ew==/109951164549679813.jpg,傻瓜 希望你永远不会懂那一句我爱你有多重,2019/12/18 3:36
305934030,白昊呓i,http://p2.music.126.net/a1GagXarBhPM0seEK8roUQ==/3418381659121302.jpg,我多想再见你，之前想了无数的当时跟你打招呼从背后抱住你，但是分开后，我想不到别的方式了,2019/12/18 2:28
1494187442,也许像风留不住,http://p2.music.126.net/bI08l86WQJxy2XEVpfbylg==/109951163860023941.jpg,结婚了也行吧。毕竟事情往最好的方向发展的,2019/12/18 2:00
1494187442,也许像风留不住,http://p2.music.126.net/bI08l86WQJxy2XEVpfbylg==/109951163860023941.jpg,朋友。加油吧,2019/12/18 1:59
1917253275,_WWW--,http://p2.music.126.net/nlXju46E18RBV7n94DNgUg==/109951164564918986.jpg,我也想我外婆了,2019/12/18 1:51
91346461,取名字好难难难难难,http://p2.music.126.net/UsiVCGT89MTT7ow4xgqQnA==/18914898533052943.jpg,气死我了气死我了气死我了,2019/12/18 1:09
494428654,DubistmeinAugebstern,http://p2.music.126.net/CYGhgcbeEFVRSujwHTfPxg==/109951164530065983.jpg,若一切都已云烟成雨，我觉不变成淤泥再次沾染你！！！,2019/12/18 1:00
481725660,42彧,http://p2.music.126.net/F5wRW_7sApk1-3z7kTiCkw==/109951163118452617.jpg,加油,2019/12/18 0:57
1455675172,愿一切等待都换来风和日丽,http://p2.music.126.net/cFbNmSGJgBRfGtj4WVaXWQ==/109951164532845356.jpg,我终于删了我们的所有照片，虽然哭成了狗，但是不用看见我们以前的美好的，我也轻松点了，虽然你还是很喜欢我，我承认我也很想像以前一样，但是太压抑自己了，我感觉被压的喘不过气来。我说：我感觉我现在对你无所谓了，无论现在我们俩干嘛，我多难过，多委屈 我都不会像以前一样哭了。你却说：好啊...,2019/12/18 0:47
379525444,丶丿愿逐月华流照君,http://p2.music.126.net/63oQirlpanwydxKqLw5x-w==/109951164295916104.jpg,此生相望不相闻、愿逐月华流照君,2019/12/18 0:43
1728902091,绵绵冰好吃吗c,http://p2.music.126.net/k0SaYgjd7Lexp0rS9_9U5A==/109951164564809418.jpg,看到你这条就泪目了 不知道你是不是也有想见的人。??????,2019/12/18 0:42
1728902091,绵绵冰好吃吗c,http://p2.music.126.net/k0SaYgjd7Lexp0rS9_9U5A==/109951164564809418.jpg,姐妹 跟我当时的心境一样 ??,2019/12/18 0:39
404195677,Joxin-,http://p2.music.126.net/lh31jemzFctUyflGYiYgKQ==/109951164396766475.jpg,大学四年 出国之前 我想追你  JJL  ??,2019/12/18 0:36
1480790700,如若初相见9,http://p2.music.126.net/dkfYOaIsO7GXymLkuDlB_w==/109951163805167622.jpg,他是广东茂名电白的，你认识的是吗,2019/12/18 0:32
3143861,围墙里的哈士奇,http://p2.music.126.net/wnMT6TTE2CgabtG_jZvDtA==/109951163638248439.jpg,多想再见你一次，可是下次你应该已经结婚了吧？,2019/12/18 0:31
3143861,围墙里的哈士奇,http://p2.music.126.net/wnMT6TTE2CgabtG_jZvDtA==/109951163638248439.jpg,大学暗恋的女生，恰好是老乡，毕业后五年未见，未聊。这次同学聚会重逢，内心沉寂已久的感情，突然迸发出来。聚会来回路上我们同行，七小时车程，我却大半时间不知道说啥，就装睡。回来后我想再约她，果然约不出了。我不知道该怎么办，或许照旧，难过几个夜晚就过去了吧？过得去吗？,2019/12/18 0:30
1500200319,深爱及海180628,http://p2.music.126.net/gR376lOPmYWBNDPrmjw5Iw==/109951163380054844.jpg,这次是我先放弃了,2019/12/18 0:28
1768152685,潼昔,http://p2.music.126.net/x85D-aCvNrBfHc2vuK2ejQ==/109951164545434728.jpg,十八岁给自己的礼物是一份窃喜，来自于和他的一次偶然擦肩。我不曾把我的深情讲给他听，我相信，不曾拥有就不会失去，我愿你好，即便你的未来我与我无关,2019/12/18 0:17
474044459,暖男灬A,http://p2.music.126.net/aNSf8XpaaWiYJoeSvAwJPg==/18675205000250283.jpg,你说我给不了你想要的 我现在有了你跑去哪了,2019/12/18 0:17
474044459,暖男灬A,http://p2.music.126.net/aNSf8XpaaWiYJoeSvAwJPg==/18675205000250283.jpg,你说让我等你一年 我在原地等了你一年  可还是不见你回头[心碎],2019/12/18 0:15
330108254,知黑守白ymb,http://p2.music.126.net/dizMZ7j_hj5uri7YmZEKlQ==/109951164215509250.jpg,“等你音信全无，我再去爱这世间万物.”,2019/12/18 0:14
1378780018,懿以琅西风,http://p2.music.126.net/RhxXTLtLi-ZuCoCd0Pvtjw==/109951163755701931.jpg,我多想再见你，哪怕匆匆一面就别离,2019/12/18 0:08
485889277,泡泡静阿,http://p2.music.126.net/_qfzJ7cflF8-HSXDOZfCaw==/109951164500646697.jpg,愿你一切都好,2019/12/18 0:05
1875536919,十一郎君兮,http://p2.music.126.net/ma8NC_MpYqC-dK_L81FWXQ==/109951163250233892.jpg,25之前找不到心??的人，就孤独的漂一生。??,2019/12/18 0:05
65169793,後知Y後覺,http://p2.music.126.net/it8P-f7AGrj2ppmS0E_86Q==/109951164381749321.jpg,那些用力忘记的回忆，终究还是不会这么轻易地放过每一个人,2019/12/18 0:04
549334199,像阿文一样的开心鬼,http://p2.music.126.net/RCxoqTQjJbt5xc2e5J0qCQ==/109951164554176224.jpg,从前以为最难的是分开 后来才明白最难的是忘记,2019/12/18 0:01
360416536,大dio萝莉,http://p2.music.126.net/epNDJFq92MjP9e_uKvTHOQ==/18495984603716092.jpg,水杯，我会找到更好的吧？,2019/12/17 23:57
382832092,零柒号你好,http://p2.music.126.net/qsRdPUfSrAVyvD-RTh_9Lg==/109951164131441019.jpg,半夜听，太难受，远方的你，安否？想你，无望的渴望！,2019/12/17 23:57
2008909183,Q云烟又成雨,http://p2.music.126.net/cY-dAvYhD923PVz6x8fbFQ==/109951164447655486.jpg,别想太多，她只是一个过客，只是和无数过客不同的是，她路过了你的心。,2019/12/17 23:45
1486350770,啵乐乐1010,http://p2.music.126.net/Dovom-GXR87m0rQv24czCQ==/109951164484521925.jpg,生活很难，婚姻很难，举步维艰,2019/12/17 23:39
359910454,丶是心没有方向,http://p2.music.126.net/db9E30uVX4Ku8eHEtEtfLA==/109951163996643810.jpg,节哀顺变,2019/12/17 23:33
583730348,花季末-遗憾多,http://p2.music.126.net/PIjB9ZQ3YVxbWs_xoxxt2w==/109951164055660865.jpg,我一直没有主见也不主动也很懦弱，知道错过才知道自己的行为有多愚蠢对她有多大的伤害，我真的感到很抱歉，我也不知道能否得到你的原谅，但只希望你以后少遇到像我一样的人，愿你被世界温柔以待,2019/12/17 23:31
1308896372,luways,http://p2.music.126.net/VyW8ztyhghVK6n06iiAGJg==/19179880835413188.jpg,突然发现歌单拼起来还是你的名字，第一个歌单的第一首歌还是云烟成雨，我还能像以前一样见到你吗,2019/12/17 23:28
532790088,h芸绮TS,http://p1.music.126.net/TrsqtoIUauoh_9QNi8ZyFw==/19058934556088407.jpg,又听了这首歌，又哭了，承载的是一段时光。张龙辉，愿你一切都好。很想你，但你的模样越来越模糊了，但是我不想忘记。放不下。愿你一切都好,2019/12/17 23:26
1787459968,做一个俗人my,http://p1.music.126.net/ZeaDNDnyDss0e-vzEXFkPw==/109951164147234869.jpg,不出意外，这辈子都不会见到你了。,2019/12/17 23:25
1358632286,pluto良木,http://p1.music.126.net/EyfK7qopdtvnWRTMlDdfUA==/109951164490497595.jpg,[憨笑],2019/12/17 23:20
1930699816,或许因为喜欢你,http://p1.music.126.net/xzK1d-BxDaE-SVd_GZMTtQ==/109951164423897547.jpg,两年后见,2019/12/17 23:18
1856372577,小灿灿190518,http://p1.music.126.net/RLeBJe4D1ZzUtltxfoKDMg==/109951163250239066.jpg,想变成最初的那个我,2019/12/17 23:17
1543614982,取一个好昵称把,http://p1.music.126.net/eAsnn-7pXfjZtW0bdtPM_A==/109951163442710588.jpg,多想再见你。哪怕匆匆一眼就别离??,2019/12/17 23:15
1288913056,清铃鸣,http://p1.music.126.net/LLtSfPy3bGfNLp5pvtBYTQ==/109951163820381791.jpg,以前总觉得最难的是相遇，后来才知道最难的是重逢。,2019/12/17 23:11
1659526660,XXXTentacionJDO,http://p1.music.126.net/oAso0lZBE72FrxRHcxCEOA==/109951164049815607.jpg,"两年了
朱潘龙。",2019/12/17 23:09
108827744,听歌就好啦啦啦啦啦,http://p1.music.126.net/6x1g5BYXhLHhXX7wDc47Xg==/109951163773231484.jpg,虽然我傻，但是这次你的表演我一眼就看破，你骗不到我。,2019/12/17 22:58
1505479011,此生挚爱EXO一辈子,http://p1.music.126.net/o3_EEUs9Qe1iJfYaXcutEA==/109951164155249422.jpg,我想你，高高，完美的你被那么多人深爱着，要好好的，我们不说再见，终有一天会重逢??,2019/12/17 22:57
290202235,为你而存在y,http://p1.music.126.net/D-KcbIZQUVDz2dpQR6cPGw==/109951163220179388.jpg,"好想，好想，好想，见你啊。
你已经好模糊了。",2019/12/17 22:51
1475830078,是吻安啊,http://p1.music.126.net/tMF1Gta0v-SrB-E--PNcrw==/109951164489876825.jpg,愿一切安好??,2019/12/17 22:50
271519583,未缺1805,http://p1.music.126.net/CyYh2A_lfev9aeoCAn81Eg==/109951163293396052.jpg,那个我念念不忘的人啊，我们都要考研加油(? ??_??)?啊，你再稍稍等我一下,2019/12/17 22:50
482373131,追寻光的影子,http://p1.music.126.net/o0AGxZHkbvg7WrvAChq51Q==/18527870441561774.jpg,春风十里 云烟成雨 往后余生 你是房东的猫 我是房东的狗,2019/12/17 22:50
1934397748,说声再见踏上征途,http://p1.music.126.net/ma8NC_MpYqC-dK_L81FWXQ==/109951163250233892.jpg,你从未喜欢过我，我却那么喜欢你。,2019/12/17 22:13
1525731731,丁梓一vv,http://p1.music.126.net/MT12S_nASpItWd1GmeiB7A==/109951164284401079.jpg,我认识！！不过不知道是不是,2019/12/17 22:12
365082598,我们明天见哦,http://p1.music.126.net/BeVgc7nBFcenlfqM8hHkjg==/109951164543120573.jpg,未来可期,2019/12/17 22:11
2069312579,月半小榴莲,http://p1.music.126.net/RLeBJe4D1ZzUtltxfoKDMg==/109951163250239066.jpg,云烟成雨，往事随风，未来可期。,2019/12/17 22:08
1532101166,幼稚的乔三岁,http://p1.music.126.net/0Is437XUJsxWRq2HTLdmmw==/109951163576352158.jpg,[多多大笑],2019/12/17 22:05
1754497288,宋鹏辉养了只奔奔,http://p1.music.126.net/-jdKamQmkXUEKNPKln5EpQ==/109951164174640616.jpg,我曾向所有人炫耀过你，也瞒着所有人继续爱你，如今我骗所有人说放下了你。我不怕你跟别人说晚安，我怕的是你转身跟别人说你睡不着，再多的话现在也没说出的必要了，我想我该醒了，至正在远方的朱丹丹 谢谢你的出现让我内心雀跃了很久很久,2019/12/17 21:48
1835778680,狂傲的资本-_-,http://p1.music.126.net/ma8NC_MpYqC-dK_L81FWXQ==/109951163250233892.jpg,你从未爱过我，我知道，我只是在你需要的时候出现了，所以勉为其难的答应了我。。。,2019/12/17 21:39
1835778680,狂傲的资本-_-,http://p1.music.126.net/ma8NC_MpYqC-dK_L81FWXQ==/109951163250233892.jpg,无论怎样，希望你可以活成自己喜欢的模样，一辈子很短，不要辜负自己。,2019/12/17 21:38
1835778680,狂傲的资本-_-,http://p1.music.126.net/ma8NC_MpYqC-dK_L81FWXQ==/109951163250233892.jpg,我想再见你一面，一眼也好，我真的好想你,2019/12/17 21:37
121790685,番茄不二,http://p1.music.126.net/TLaBMxUIqaCpgI1Y7-NVpA==/109951163019345763.jpg,你可真有趣,2019/12/17 21:31
534064357,你你可真有趣,http://p1.music.126.net/HsgGOZgzSnYir12UYwuZcA==/109951163782346093.jpg,你知道吗 我把头发剪短了 也长胖了 认识你的时候 是干净的短发 眼神存粹 现在浑然看不出当初的样子 对了 好久不见.,2019/12/17 21:28
561775596,火车上旅行,http://p1.music.126.net/bpDrHzpd2l_kO_-w5lrX7w==/109951164564309677.jpg,不怎么喜欢听，只是有人推，就成了单曲循环[可爱],2019/12/17 21:03
1900547805,还网名已被占用,http://p1.music.126.net/KY7xt_NQ1oFKFtizVGoh3w==/109951164483725852.jpg,我好像有点喜欢他,2019/12/17 20:52
470370797,lose_myself旧時倦,http://p1.music.126.net/UUAiSRpKXLk0Wf0tMkJwww==/109951164294114319.jpg,那个坑我的队友原来是你??,2019/12/17 20:45
470370797,lose_myself旧時倦,http://p1.music.126.net/UUAiSRpKXLk0Wf0tMkJwww==/109951164294114319.jpg,多想再见你，哪怕匆匆一眼就别离...,2019/12/17 20:43
470370797,lose_myself旧時倦,http://p1.music.126.net/UUAiSRpKXLk0Wf0tMkJwww==/109951164294114319.jpg,要遇到更好的人鸭！,2019/12/17 20:39
448105950,My乀Dream,http://p1.music.126.net/F9guMH1nYgj3lbWCvGXcVw==/109951163771679388.jpg,歌曲很动听，但是前奏的67秒怎么总感觉像许嵩的爱情里的眼泪。。有懂行的大佬说一下，两首歌都喜欢，不存在踩一夸一。萌新求教,2019/12/17 20:37
81699972,南通小窝头,http://p1.music.126.net/hcM7omawVKThE2Hm-fuqog==/3250156382959850.jpg,节哀,2019/12/17 20:34
1397044384,Gobelieve_Amor,http://p1.music.126.net/1UvuI8vAjD2N_1-U2eY88Q==/109951164564271453.jpg,能用网易云APP的都是有故事的??,2019/12/17 20:33
478419808,柠檬心i1,http://p1.music.126.net/7Hxpx7Z4GBahdc8kW7UGXg==/18542164092713802.jpg,希望你能看见，段先生，离开你33天了，从校园到现在，牵起我的手说要和我走下去，但是最后剩我一个，我们说好的要一辈子，陪我走过所有的路，沿途看风景，离开你的日子我真的不知道该怎么办，每天吃不好，睡不好，不眠不休，四年的感情，让我怎么能割舍，我以后不会爱了，想你的呼吸和心跳，等你回来,2019/12/17 20:31
1738822467,Lonelypatients0730,http://p1.music.126.net/6tGB9fDXuLRmAdMzSJqXqA==/109951164157605374.jpg,听着听着，就成了歌里面的人了，多想再见你呐[多多大哭],2019/12/17 20:30
297327085,立夏生,http://p1.music.126.net/QLwZ6Zm8Y8k_pIGIMB7Z-A==/109951164474408592.jpg,希望你等得到,2019/12/17 20:27
297327085,立夏生,http://p1.music.126.net/QLwZ6Zm8Y8k_pIGIMB7Z-A==/109951164474408592.jpg,轮到自己的时候，总是没能像劝别人是那样洒脱和决绝,2019/12/17 20:27
1325186543,紫儿呐,http://p1.music.126.net/3Br4mmVErXi8OO85JefSsg==/109951163465881594.jpg,??,2019/12/17 20:24
1807659757,ltf小朋友很快乐,http://p2.music.126.net/ZRYhIlczK3K-QYowLHNexQ==/109951164551985491.jpg,你确定这就是爱吗，真的爱我吗??,2019/12/17 20:20
374562069,克里斯海总,http://p2.music.126.net/XN8ByJBbxcm7fEq9V1RKFA==/109951164451220488.jpg,有故事,2019/12/17 20:17
1397044384,Gobelieve_Amor,http://p2.music.126.net/1UvuI8vAjD2N_1-U2eY88Q==/109951164564271453.jpg,谁都不知道我有多想你，可是已经没了身份打扰，希望你和她一切都好是假的，但是又真的希望你幸福...,2019/12/17 20:11
1327565031,人间惊泓客,http://p2.music.126.net/VYAVCzj3qR77XTi2wI13Iw==/109951164434995840.jpg,我把我所有的喜欢和温柔都给你了，可是最后我还是要把你归还于人海…,2019/12/17 20:02
2028965923,哇大家伙,http://p2.music.126.net/QO9g-E82K5uY_1YLJPlQuA==/109951164564260222.jpg,我决定要开始第一次恋爱了。虽然我知道会有很多问题发生。但是我不会害怕。因为，到了这个年纪。你就会渴望爱一次，全力以赴。,2019/12/17 20:00
1552491752,潘远鸿,http://p2.music.126.net/T-UYJgGZonRYvqL27dh6xg==/109951164532735079.jpg,下雨了，我想我的家了。然后没了........,2019/12/17 19:44
327568173,宁人666,http://p2.music.126.net/W4pxFE4GAUfslT_N2yNAPA==/109951163380699851.jpg,雨夜的雨最能制造出好缠绵感人的关于雨伞的故事,2019/12/17 19:37
2021297304,兜里有糖糖--,http://p2.music.126.net/UjUm61wiNwrQXcDnndBqCg==/109951164444922006.jpg,对...昨天中午分了,2019/12/17 19:35
2013611535,maomao1003,http://p2.music.126.net/1E9yiUJU-fD0Use2EcjbIg==/109951164430266948.jpg,加油呀 要坚强,2019/12/17 19:33
616880162,树下乘凉-,http://p2.music.126.net/4FNGhUcyqETa_sLIdwU25g==/109951164547677831.jpg,你说的你做的,2019/12/17 19:19
616880162,树下乘凉-,http://p2.music.126.net/4FNGhUcyqETa_sLIdwU25g==/109951164547677831.jpg,渐行渐远去的我们,2019/12/17 19:18
1650481216,charming597,http://p2.music.126.net/s3axUQXddVtKVBCxu9xxoA==/109951164527604969.jpg,直觉,2019/12/17 19:09
1308837520,霰雪鸟飞过,http://p2.music.126.net/JxhnlxJFbr5iD81gQNte-A==/109951163111189463.jpg,能坚持3年异地恋的感情分开了有点遗憾,2019/12/17 18:42
1885316962,彼岸花开雾锁青城,http://p2.music.126.net/FfR2bswq0uYBRqjdmuDU2A==/109951164507803237.jpg,你怎么知道我就真的不喜欢你了呢,2019/12/17 18:39
1578297218,艾斯比兔J,http://p2.music.126.net/Z0kYnvtzm0Naql1ZMg2MwA==/109951164485053574.jpg,我多想再见你.,2019/12/17 18:38
1886450394,WangJingKai-,http://p2.music.126.net/aQczAOApoYCaJpgJMbFGXg==/109951164261666271.jpg,你比我大三岁，希望不要这样小孩子气，我好累，我好怕哪天我就放弃了,2019/12/17 18:27
395917289,北斗山上,http://p2.music.126.net/z1_uHGtL23F68pdwh1wthw==/109951163845612379.jpg,祝你平安喜乐，开心，一生幸福，嘻,2019/12/17 18:17
2074939461,永远有多远191214,http://p2.music.126.net/RLeBJe4D1ZzUtltxfoKDMg==/109951163250239066.jpg,感动，有些！竟然有些茫然，也许不知道自己相见的是谁吧！,2019/12/17 17:46
1381558916,开i心i,http://p2.music.126.net/-nCZvEE_yoA9f_2F_cH_lw==/109951164052316888.jpg,别轻易付出百分百的自己''就像进度条，百分百就没人期待它接下来的故事了''??,2019/12/17 17:21
426482796,一定順利-,http://p2.music.126.net/hHEZELhYTKGcmLWQyOoZpQ==/109951164563711052.jpg,会不会有一天 我们再次相遇那时候我可以很好的放下你 我们坐在一起聊聊当时很傻很傻的感情聊聊我的那些遗憾 然后各自微笑 告别,2019/12/17 17:05
1754497288,宋鹏辉养了只奔奔,http://p2.music.126.net/-jdKamQmkXUEKNPKln5EpQ==/109951164174640616.jpg,"前几天 我妈 问我
你们两个还有联系么
我说  没了
她有新男朋友了
我妈说
以后不确定的事
就不要搞的沸沸扬扬
让全家上下都知道
可是
我决定让全家知道的那一刻 
是真的相信我们能一直走下去啊",2019/12/17 17:02
1373642465,溺溺哼,http://p2.music.126.net/28cfDwLrG4YvA7oxnlSSCA==/109951164459831474.jpg,如果有缘的话，来日方长。没有缘分的话，就珍惜现在吧,2019/12/17 16:42
355482477,ker0727,http://p2.music.126.net/8RTNn0My7FiOyBWkPk8zFw==/109951163012632976.jpg,我好想再见你一次，高俊彧，我真的好想你阿,2019/12/17 16:18
1418944623,甜筒AS,http://p2.music.126.net/y25UCMgQ2p-1FbL7qB5x4w==/109951163846034194.jpg,真的好想再见你一面,2019/12/17 15:50
412517668,MJLLC,http://p2.music.126.net/JJq7fcC9v7REfKY0VnjPSQ==/19165587184298543.jpg,总是不经意间想起这首歌，大概就是怀念当初听这首歌的时候那个微风拂过脸庞的下午吧，那样清澈那样纯净，往日不复，终成向往,2019/12/17 15:23
273351778,爱吃番茄的鱼么,http://p2.music.126.net/HPrVk5T6DnSNufRIELMrgQ==/109951164441738318.jpg,我不愿让你一个人，一个人在人海浮沉。,2019/12/17 15:03
1504819839,_心-定_,http://p2.music.126.net/mJwIYNzPzNaURlUAFo8lkg==/109951164563895142.jpg,"无限:“你确定要跟我流浪吗？你不是想要个家吗？”
小黑:“唔唔唔（摇摇头）……我想要和你在一起”
无限:“嘻（笑）……好”
看完罗小黑后恰好听到江小白的片尾曲。好巧啊。
想流浪的我怎么就没个无限呢……可惜了",2019/12/17 14:22
551117413,别叫我名字我怕你说喜欢我,http://p2.music.126.net/Sc-PSFyu7VCnInw3R_LJdQ==/109951164048883046.jpg,有什么想不想的，见到又能怎么样，说什么都尴尬，不想了，结束就是结束,2019/12/17 14:11
358171119,夹心水果硬糖,http://p2.music.126.net/TBAWq7xCuwtzeevRTSPulA==/109951163032981935.jpg,一日三餐 朝朝暮暮 终将云烟成雨,2019/12/17 13:34
1738562459,心头朱砂一点,http://p2.music.126.net/lS3EcucC84kOEi2mEOSesw==/109951164286913404.jpg,看着你的背影离我远去，那一刹那，我就知道，我再也见不到你了...,2019/12/17 13:27
479772389,L花枝丸,http://p2.music.126.net/ZSxuFjlGSiODJS_pnc9UFw==/109951163694540788.jpg,明年就毕业了。。??想哭 还是上学好啊,2019/12/17 13:15
